,CWE,Title,Description,Extended Description,Examples
410,CWE-863,Incorrect Authorization,"The product performs an authorization check when an actor attempts to access a resource or perform an action, but it does not correctly perform the check. This allows attackers to bypass intended access restrictions. ","Assuming a user with a given identity, authorization is the process of determining whether that user can access a given resource, based on the user's privileges and any permissions or other access-control specifications that apply to the resource. When access control checks are incorrectly applied, users are able to access data or perform actions that they should not be allowed to perform. This can lead to a wide range of problems, including information exposures, denial of service, and arbitrary code execution. ","Example 1
The following code could be for a medical records application. It displays a record to already authenticated users, confirming the user's authorization using a value stored in a cookie.
(bad code)
Example Language: 
PHP 


$role = $_COOKIES['role'];
if (!$role) {
$role = getRole('user');
if ($role) {
// save the cookie to send out in future responses
setcookie(""role"", $role, time()+60*60*2);
}
else{
ShowLoginScreen();
die(""\n"");
}
}
if ($role == 'Reader') {
DisplayMedicalHistory($_POST['patient_ID']);
}
else{
die(""You are not Authorized to view this record\n"");
}


The programmer expects that the cookie will only be set when getRole() succeeds. The programmer even diligently specifies a 2-hour expiration for the cookie. However, the attacker can easily set the ""role"" cookie to the value ""Reader"". As a result, the $role variable is ""Reader"", and getRole() is never invoked. The attacker has bypassed the authorization system."
411,CWE-908,Use of Uninitialized Resource,The product uses or accesses a resource that has not been initialized. ,"When a resource has not been properly initialized, the product may behave unexpectedly. This may lead to a crash or invalid memory access, but the consequences vary depending on the type of resource and how it is used within the product. ","Example 1
Here, a boolean initiailized field is consulted to ensure that initialization tasks are only completed once. However, the field is mistakenly set to true during static initialization, so the initialization code is never reached.
(bad code)
Example Language: 
Java 


private boolean initialized = true;
public void someMethod() {


if (!initialized) {






// perform initialization tasks


...


initialized = true;


}






Example 2
The following code intends to limit certain operations to the administrator only.
(bad code)
Example Language: 
Perl 


$username = GetCurrentUser();
$state = GetStateData($username);
if (defined($state)) {
$uid = ExtractUserID($state);
}




# do stuff


if ($uid == 0) {
DoAdminThings();
}


If the application is unable to extract the state information - say, due to a database timeout - then the $uid variable will not be explicitly set by the programmer. This will cause $uid to be regarded as equivalent to ""0"" in the conditional, allowing the original user to perform administrator actions. Even if the attacker cannot directly influence the state data, unexpected errors could cause incorrect privileges to be assigned to a user just by accident.
Example 3
The following code intends to concatenate a string to a variable and print the string.
(bad code)
Example Language: 
C 


char str[20];
strcat(str, ""hello world"");
printf(""%s"", str);


This might seem innocent enough, but str was not initialized, so it contains random memory. As a result, str[0] might not contain the null terminator, so the copy might start at an offset other than 0. The consequences can vary, depending on the underlying memory.
If a null terminator is found before str[8], then some bytes of random garbage will be printed before the ""hello world"" string. The memory might contain sensitive information from previous uses, such as a password (which might occur as a result of 
CWE-14
 or 
CWE-244
). In this example, it might not be a big deal, but consider what could happen if large amounts of memory are printed out before the null terminator is found. 
If a null terminator isn't found before str[8], then a buffer overflow could occur, since strcat will first look for the null terminator, then copy 12 bytes starting with that location. Alternately, a buffer over-read might occur (
CWE-126
) if a null terminator isn't found before the end of the memory segment is reached, leading to a segmentation fault and crash. 
Example 4
This example will leave test_string in an unknown condition when i is the same value as err_val, because test_string is not initialized (
CWE-456
). Depending on where this code segment appears (e.g. within a function body), test_string might be random if it is stored on the heap or stack. If the variable is declared in static memory, it might be zero or NULL. Compiler optimization might contribute to the unpredictability of this address. 
(bad code)
Example Language: 
C 

                char *test_string;

                if (i != err_val)

                {


test_string = ""Hello World!"";

                }

                printf(""%s"", test_string);
              
When the printf() is reached, test_string might be an unexpected address, so the printf might print junk strings (
CWE-457
). 



			  To fix this code, there are a couple approaches to
			  making sure that test_string has been properly set once
			  it reaches the printf().


One solution would be to set test_string to an
			  acceptable default before the conditional:


(good code)
Example Language: 
C 

				char *test_string = ""Done at the beginning"";

				if (i != err_val)

				{


test_string = ""Hello World!"";

				}

				printf(""%s"", test_string);
			  
Another solution is to ensure that each
			  branch of the conditional - including the default/else
			  branch - could ensure that test_string is set:
(good code)
Example Language: 
C 

				char *test_string;

				if (i != err_val)

				{


test_string = ""Hello World!"";

				}

				else {


test_string = ""Done on the other side!"";

				}

				printf(""%s"", test_string);
			  "
412,CWE-909,Missing Initialization of Resource,The product does not initialize a critical resource. ,"Many resources require initialization before they can be properly used. If a resource is not initialized, it could contain unpredictable or expired data, or it could be initialized to defaults that are invalid. This can have security implications when the resource is expected to have certain properties or values. ","Example 1
Here, a boolean initiailized field is consulted to ensure that initialization tasks are only completed once. However, the field is mistakenly set to true during static initialization, so the initialization code is never reached.
(bad code)
Example Language: 
Java 


private boolean initialized = true;
public void someMethod() {


if (!initialized) {






// perform initialization tasks


...


initialized = true;


}






Example 2
The following code intends to limit certain operations to the administrator only.
(bad code)
Example Language: 
Perl 


$username = GetCurrentUser();
$state = GetStateData($username);
if (defined($state)) {
$uid = ExtractUserID($state);
}




# do stuff


if ($uid == 0) {
DoAdminThings();
}


If the application is unable to extract the state information - say, due to a database timeout - then the $uid variable will not be explicitly set by the programmer. This will cause $uid to be regarded as equivalent to ""0"" in the conditional, allowing the original user to perform administrator actions. Even if the attacker cannot directly influence the state data, unexpected errors could cause incorrect privileges to be assigned to a user just by accident.
Example 3
The following code intends to concatenate a string to a variable and print the string.
(bad code)
Example Language: 
C 


char str[20];
strcat(str, ""hello world"");
printf(""%s"", str);


This might seem innocent enough, but str was not initialized, so it contains random memory. As a result, str[0] might not contain the null terminator, so the copy might start at an offset other than 0. The consequences can vary, depending on the underlying memory.
If a null terminator is found before str[8], then some bytes of random garbage will be printed before the ""hello world"" string. The memory might contain sensitive information from previous uses, such as a password (which might occur as a result of 
CWE-14
 or 
CWE-244
). In this example, it might not be a big deal, but consider what could happen if large amounts of memory are printed out before the null terminator is found. 
If a null terminator isn't found before str[8], then a buffer overflow could occur, since strcat will first look for the null terminator, then copy 12 bytes starting with that location. Alternately, a buffer over-read might occur (
CWE-126
) if a null terminator isn't found before the end of the memory segment is reached, leading to a segmentation fault and crash. 
Example 4
This example will leave test_string in an unknown condition when i is the same value as err_val, because test_string is not initialized (
CWE-456
). Depending on where this code segment appears (e.g. within a function body), test_string might be random if it is stored on the heap or stack. If the variable is declared in static memory, it might be zero or NULL. Compiler optimization might contribute to the unpredictability of this address. 
(bad code)
Example Language: 
C 

                char *test_string;

                if (i != err_val)

                {


test_string = ""Hello World!"";

                }

                printf(""%s"", test_string);
              
When the printf() is reached, test_string might be an unexpected address, so the printf might print junk strings (
CWE-457
). 



			  To fix this code, there are a couple approaches to
			  making sure that test_string has been properly set once
			  it reaches the printf().


One solution would be to set test_string to an
			  acceptable default before the conditional:


(good code)
Example Language: 
C 

				char *test_string = ""Done at the beginning"";

				if (i != err_val)

				{


test_string = ""Hello World!"";

				}

				printf(""%s"", test_string);
			  
Another solution is to ensure that each
			  branch of the conditional - including the default/else
			  branch - could ensure that test_string is set:
(good code)
Example Language: 
C 

				char *test_string;

				if (i != err_val)

				{


test_string = ""Hello World!"";

				}

				else {


test_string = ""Done on the other side!"";

				}

				printf(""%s"", test_string);
			  "
413,CWE-910,Use of Expired File Descriptor,The product uses or accesses a file descriptor after it has been closed. ,"After a file descriptor for a particular file or device has been released, it can be reused. The code might not write to the original file, since the reused file descriptor might reference a different file or device. ",
414,CWE-911,Improper Update of Reference Count,"The product uses a reference count to manage a resource, but it does not update or incorrectly updates the reference count. ","Reference counts can be used when tracking how many objects contain a reference to a particular resource, such as in memory management or garbage collection. When the reference count reaches zero, the resource can be de-allocated or reused because there are no more objects that use it. If the reference count accidentally reaches zero, then the resource might be released too soon, even though it is still in use. If all objects no longer use the resource, but the reference count is not zero, then the resource might not ever be released. ",
415,CWE-915,Improperly Controlled Modification of Dynamically-Determined Object Attributes,"The product receives input from an upstream component that specifies multiple attributes, properties, or fields that are to be initialized or updated in an object, but it does not properly control which attributes can be modified. ","If the object contains attributes that were only intended for internal use, then their unexpected modification could lead to a vulnerability. This weakness is sometimes known by the language-specific mechanisms that make it possible, such as mass assignment, autobinding, or object injection. ","Example 1
This function sets object attributes based on a dot-separated path.
(bad code)
Example Language: 
JavaScript 


function setValueByPath (object, path, value) {



		 const pathArray = path.split(""."");

		 const attributeToSet = pathArray.pop();

		 let objectToModify = object;

		 for (const attr of pathArray) {


if (typeof objectToModify[attr] !== 'object') {


objectToModify[attr] = {};

		 }

		 objectToModify = objectToModify[attr];

		 }

		 objectToModify[attributeToSet] = value;

		 return object;

		 }






This function does not check if the attribute resolves to the object prototype. These codes can be used to add ""isAdmin: true"" to the object prototype.
(bad code)
Example Language: 
JavaScript 



		 setValueByPath({}, ""__proto__.isAdmin"", true)

		 setValueByPath({}, ""constructor.prototype.isAdmin"", true)




By using a denylist of dangerous attributes, this weakness can be eliminated.
(good code)
Example Language: 
JavaScript 



		 function setValueByPath (object, path, value) {



		   const pathArray = path.split(""."");

		   const attributeToSet = pathArray.pop();

		   let objectToModify = object;

		   for (const attr of pathArray) {




// Ignore attributes which resolve to object prototype

		     if (attr === ""__proto__"" || attr === ""constructor"" || attr === ""prototype"") {



		       continue;

		       }



		     if (typeof objectToModify[attr] !== ""object"") {



		       objectToModify[attr] = {};

		       }



		     objectToModify = objectToModify[attr];

		     }



		   objectToModify[attributeToSet] = value;

		   return object;

		   }





"
416,CWE-916,Use of Password Hash With Insufficient Computational Effort,"The product generates a hash for a password, but it uses a scheme that does not provide a sufficient level of computational effort that would make password cracking attacks infeasible or expensive. ","Many password storage mechanisms compute a hash and store the hash, instead of storing the original password in plaintext. In this design, authentication involves accepting an incoming password, computing its hash, and comparing it to the stored hash. Many hash algorithms are designed to execute quickly with minimal overhead, even cryptographic hashes. However, this efficiency is a problem for password storage, because it can reduce an attacker's workload for brute-force password cracking. If an attacker can obtain the hashes through some other method (such as SQL injection on a database that stores hashes), then the attacker can store the hashes offline and use various techniques to crack the passwords by computing hashes efficiently. Without a built-in workload, modern attacks can compute large numbers of hashes, or even exhaust the entire space of all possible passwords, within a very short amount of time, using massively-parallel computing (such as cloud computing) and GPU, ASIC, or FPGA hardware. In such a scenario, an efficient hash algorithm helps the attacker. There are several properties of a hash scheme that are relevant to its strength against an offline, massively-parallel attack: The amount of CPU time required to compute the hash (""stretching"") The amount of memory required to compute the hash (""memory-hard"" operations) Including a random value, along with the password, as input to the hash computation (""salting"") Given a hash, there is no known way of determining an input (e.g., a password) that produces this hash value, other than by guessing possible inputs (""one-way"" hashing) Relative to the number of all possible hashes that can be generated by the scheme, there is a low likelihood of producing the same hash for multiple different inputs (""collision resistance"") Note that the security requirements for the product may vary depending on the environment and the value of the passwords. Different schemes might not provide all of these properties, yet may still provide sufficient security for the environment. Conversely, a solution might be very strong in preserving one property, which still being very weak for an attack against another property, or it might not be able to significantly reduce the efficiency of a massively-parallel attack. ","Example 1
In this example, a new user provides a new username and password to create an account. The program hashes the new user's password then stores it in a database.
(bad code)
Example Language: 
Python 


def storePassword(userName,Password):
hasher = hashlib.new('md5')
hasher.update(Password)
hashedPassword = hasher.digest()




# UpdateUserLogin returns True on success, False otherwise


return updateUserLogin(userName,hashedPassword)




While it is good to avoid storing a cleartext password, the program does not provide a salt to the hashing function, thus increasing the chances of an attacker being able to reverse the hash and discover the original password if the database is compromised.
Fixing this is as simple as providing a salt to the hashing function on initialization:
(good code)
Example Language: 
Python 


def storePassword(userName,Password):
hasher = hashlib.new('md5',b'SaltGoesHere')
hasher.update(Password)
hashedPassword = hasher.digest()




# UpdateUserLogin returns True on success, False otherwise


return updateUserLogin(userName,hashedPassword)




Note that regardless of the usage of a salt, the md5 hash is no longer considered secure, so this example still exhibits 
CWE-327
. "
417,CWE-918,Server-Side Request Forgery,"The web server receives a URL or similar request from an upstream component and retrieves the contents of this URL, but it does not sufficiently ensure that the request is being sent to the expected destination. ","By providing URLs to unexpected hosts or ports, attackers can make it appear that the server is sending the request, possibly bypassing access controls such as firewalls that prevent the attackers from accessing the URLs directly. The server can be used as a proxy to conduct port scanning of hosts in internal networks, use other URLs such as that can access documents on the system (using file://), or use other protocols such as gopher:// or tftp://, which may provide greater control over the contents of requests. ",
418,CWE-920,Improper Restriction of Power Consumption,"The product operates in an environment in which power is a limited resource that cannot be automatically replenished, but the product does not properly restrict the amount of power that its operation consumes. ","In environments such as embedded or mobile devices, power can be a limited resource such as a battery, which cannot be automatically replenished by the product itself, and the device might not always be directly attached to a reliable power source. If the product uses too much power too quickly, then this could cause the device (and subsequently, the product) to stop functioning until power is restored, or increase the financial burden on the device owner because of increased power costs. Normal operation of an application will consume power. However, in some cases, an attacker could cause the application to consume more power than intended, using components such as: Display CPU Disk I/O GPS Sound Microphone USB interface ",
419,CWE-921,Storage of Sensitive Data in a Mechanism without Access Control,The product stores sensitive information in a file system or device that does not have built-in access control. ,"While many modern file systems or devices utilize some form of access control in order to restrict access to data, not all storage mechanisms have this capability. For example, memory cards, floppy disks, CDs, and USB devices are typically made accessible to any user within the system. This can become a problem when sensitive data is stored in these mechanisms in a multi-user environment, because anybody on the system can read or write this data. On Android devices, external storage is typically globally readable and writable by other applications on the device. External storage may also be easily accessible through the mobile device's USB connection or physically accessible through the device's memory card port. ",
420,CWE-922,Insecure Storage of Sensitive Information,The product stores sensitive information without properly limiting read or write access by unauthorized actors. ,"If read access is not properly restricted, then attackers can steal the sensitive information. If write access is not properly restricted, then attackers can modify and possibly delete the data, causing incorrect results and possibly a denial of service. ",
421,CWE-923,Improper Restriction of Communication Channel to Intended Endpoints,"The product establishes a communication channel to (or from) an endpoint for privileged or protected operations, but it does not properly ensure that it is communicating with the correct endpoint. ","Attackers might be able to spoof the intended endpoint from a different system or process, thus gaining the same level of access as the intended endpoint. While this issue frequently involves authentication between network-based clients and servers, other types of communication channels and endpoints can have this weakness. ","Example 1
These cross-domain policy files mean to allow Flash and Silverlight applications hosted on other domains to access its data:
Flash crossdomain.xml :
(bad code)
Example Language: 
XML 


<cross-domain-policy xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""
xsi:noNamespaceSchemaLocation=""http://www.adobe.com/xml/schemas/PolicyFile.xsd"">
<allow-access-from domain=""*.example.com""/>
<allow-access-from domain=""*""/>
</cross-domain-policy>


Silverlight clientaccesspolicy.xml :
(bad code)
Example Language: 
XML 


<?xml version=""1.0"" encoding=""utf-8""?>
<access-policy>
<cross-domain-access>
<policy>
<allow-from http-request-headers=""SOAPAction"">
<domain uri=""*""/>
</allow-from>
<grant-to>
<resource path=""/"" include-subpaths=""true""/>
</grant-to>
</policy>
</cross-domain-access>
</access-policy>


These entries are far too permissive, allowing any Flash or Silverlight application to send requests. A malicious application hosted on any other web site will be able to send requests on behalf of any user tricked into executing it.
Example 2
This Android application will remove a user account when it receives an intent to do so:
(bad code)
Example Language: 
Java 


IntentFilter filter = new IntentFilter(""com.example.RemoveUser"");
MyReceiver receiver = new MyReceiver();
registerReceiver(receiver, filter);


public class DeleteReceiver extends BroadcastReceiver {
@Override
public void onReceive(Context context, Intent intent) {
int userID = intent.getIntExtra(""userID"");
destroyUserData(userID);
}
}


This application does not check the origin of the intent, thus allowing any malicious application to remove a user. Always check the origin of an intent, or create an allowlist of trusted applications using the manifest.xml file."
422,CWE-924,Improper Enforcement of Message Integrity During Transmission in a Communication Channel,"The product establishes a communication channel with an endpoint and receives a message from that endpoint, but it does not sufficiently ensure that the message was not modified during transmission. ",Attackers might be able to modify the message and spoof the endpoint by interfering with the data as it crosses the network or by redirecting the connection to a system under their control. ,
423,CWE-925,Improper Verification of Intent by Broadcast Receiver,The Android application uses a Broadcast Receiver that receives an Intent but does not properly verify that the Intent came from an authorized source. ,"Certain types of Intents, identified by action string, can only be broadcast by the operating system itself, not by third-party applications. However, when an application registers to receive these implicit system intents, it is also registered to receive any explicit intents. While a malicious application cannot send an implicit system intent, it can send an explicit intent to the target application, which may assume that any received intent is a valid implicit system intent and not an explicit intent from another application. This may lead to unintended behavior. ","Example 1
The following example demonstrates the weakness.
(bad code)
Example Language: 
XML 


<manifest package=""com.example.vulnerableApplication"">


<application>


...






<receiver android:name="".ShutdownReceiver"">
<intent-filter>
<action android:name=""android.intent.action.ACTION_SHUTDOWN"" />
</intent-filter>
</receiver>






...




</application>


</manifest>


The ShutdownReceiver class will handle the intent:
(bad code)
Example Language: 
Java 






...


IntentFilter filter = new IntentFilter(Intent.ACTION_SHUTDOWN);
BroadcastReceiver sReceiver = new ShutDownReceiver();
registerReceiver(sReceiver, filter);


...




public class ShutdownReceiver extends BroadcastReceiver {
@Override
public void onReceive(final Context context, final Intent intent) {
mainActivity.saveLocalData();
mainActivity.stopActivity();
}
}


Because the method does not confirm that the intent action is the expected system intent, any received intent will trigger the shutdown procedure, as shown here:
(attack code)
Example Language: 
Java 


window.location = examplescheme://method?parameter=value


An attacker can use this behavior to cause a denial of service."
424,CWE-926,Improper Export of Android Application Components,"The Android application exports a component for use by other applications, but does not properly restrict which applications can launch the component or access the data it contains. ","The attacks and consequences of improperly exporting a component may depend on the exported component: If access to an exported Activity is not restricted, any application will be able to launch the activity. This may allow a malicious application to gain access to sensitive information, modify the internal state of the application, or trick a user into interacting with the victim application while believing they are still interacting with the malicious application. If access to an exported Service is not restricted, any application may start and bind to the Service. Depending on the exposed functionality, this may allow a malicious application to perform unauthorized actions, gain access to sensitive information, or corrupt the internal state of the application. If access to a Content Provider is not restricted to only the expected applications, then malicious applications might be able to access the sensitive data. Note that in Android before 4.2, the Content Provider is automatically exported unless it has been explicitly declared as NOT exported. ","Example 1
This application is exporting an activity and a service in its manifest.xml:
(bad code)
Example Language: 
XML 


<activity android:name=""com.example.vulnerableApp.mainScreen"">






...


<intent-filter>
<action android:name=""com.example.vulnerableApp.OPEN_UI"" />
<category android:name=""android.intent.category.DEFAULT"" />
</intent-filter>


...






</activity>
<service android:name=""com.example.vulnerableApp.backgroundService"">






...


<intent-filter>
<action android:name=""com.example.vulnerableApp.START_BACKGROUND"" />
</intent-filter>


...






</service>


Because these components have intent filters but have not explicitly set 'android:exported=false' elsewhere in the manifest, they are automatically exported so that any other application can launch them. This may lead to unintended behavior or exploits.
Example 2
This application has created a content provider to enable custom search suggestions within the application:
(bad code)
Example Language: 
XML 


<provider>
android:name=""com.example.vulnerableApp.searchDB""
android:authorities=""com.example.vulnerableApp.searchDB"">
</provider>


Because this content provider is only intended to be used within the application, it does not need to be exported. However, in Android before 4.2, it is automatically exported thus potentially allowing malicious applications to access sensitive information."
425,CWE-927,Use of Implicit Intent for Sensitive Communication,The Android application uses an implicit intent for transmitting sensitive data to other applications. ,"Since an implicit intent does not specify a particular application to receive the data, any application can process the intent by using an Intent Filter for that intent. This can allow untrusted applications to obtain sensitive data. There are two variations on the standard broadcast intent, ordered and sticky. Ordered broadcast intents are delivered to a series of registered receivers in order of priority as declared by the Receivers. A malicious receiver can give itself a high priority and cause a denial of service by stopping the broadcast from propagating further down the chain. There is also the possibility of malicious data modification, as a receiver may also alter the data within the Intent before passing it on to the next receiver. The downstream components have no way of asserting that the data has not been altered earlier in the chain. Sticky broadcast intents remain accessible after the initial broadcast. An old sticky intent will be broadcast again to any new receivers that register for it in the future, greatly increasing the chances of information exposure over time. Also, sticky broadcasts cannot be protected by permissions that may apply to other kinds of intents. In addition, any broadcast intent may include a URI that references data that the receiving component does not normally have the privileges to access. The sender of the intent can include special privileges that grant the receiver read or write access to the specific URI included in the intent. A malicious receiver that intercepts this intent will also gain those privileges and be able to read or write the resource at the specified URI. ","Example 1
This application wants to create a user account in several trusted applications using one broadcast intent:
(bad code)
Example Language: 
Java 


Intent intent = new Intent();
intent.setAction(""com.example.CreateUser"");
intent.putExtra(""Username"", uname_string);
intent.putExtra(""Password"", pw_string);
sendBroadcast(intent);


This application assumes only the trusted applications will be listening for the action. A malicious application can register for this action and intercept the user's login information, as below:
(attack code)
Example Language: 
Java 


IntentFilter filter = new IntentFilter(""com.example.CreateUser"");
MyReceiver receiver = new MyReceiver();
registerReceiver(receiver, filter);


When a broadcast contains sensitive information, create an allowlist of applications that can receive the action using the application's manifest file, or programmatically send the intent to each individual intended receiver.
Example 2
This application interfaces with a web service that requires a separate user login. It creates a sticky intent, so that future trusted applications that also use the web service will know who the current user is:
(bad code)
Example Language: 
Java 


Intent intent = new Intent();
intent.setAction(""com.example.service.UserExists"");
intent.putExtra(""Username"", uname_string);
sendStickyBroadcast(intent);


(attack code)
Example Language: 
Java 


IntentFilter filter = new IntentFilter(""com.example.service.UserExists"");
MyReceiver receiver = new MyReceiver();
registerReceiver(receiver, filter);


Sticky broadcasts can be read by any application at any time, and so should never contain sensitive information such as a username.
Example 3
This application is sending an ordered broadcast, asking other applications to open a URL:
(bad code)
Example Language: 
Java 


Intent intent = new Intent();
intent.setAction(""com.example.OpenURL"");
intent.putExtra(""URL_TO_OPEN"", url_string);
sendOrderedBroadcastAsUser(intent);


Any application in the broadcast chain may alter the data within the intent. This malicious application is altering the URL to point to an attack site:
(attack code)
Example Language: 
Java 


public class CallReceiver extends BroadcastReceiver {
@Override
public void onReceive(Context context, Intent intent) {
String Url = intent.getStringExtra(Intent.URL_TO_OPEN);
attackURL = ""www.example.com/attack?"" + Url;
setResultData(attackURL);
}
}


The final receiving application will then open the attack URL. Where possible, send intents to specific trusted applications instead of using a broadcast chain.
Example 4
This application sends a special intent with a flag that allows the receiving application to read a data file for backup purposes.
(bad code)
Example Language: 
Java 


Intent intent = new Intent();
intent.setAction(""com.example.BackupUserData"");
intent.setData(file_uri);
intent.addFlags(FLAG_GRANT_READ_URI_PERMISSION);
sendBroadcast(intent);


(attack code)
Example Language: 
Java 


public class CallReceiver extends BroadcastReceiver {
@Override
public void onReceive(Context context, Intent intent) {
Uri userData = intent.getData();
stealUserData(userData);
}
}


Any malicious application can register to receive this intent. Because of the FLAG_GRANT_READ_URI_PERMISSION included with the intent, the malicious receiver code can read the user's data."
426,CWE-940,Improper Verification of Source of a Communication Channel,"The product establishes a communication channel to handle an incoming request that has been initiated by an actor, but it does not properly verify that the request is coming from the expected origin. ","When an attacker can successfully establish a communication channel from an untrusted origin, the attacker may be able to gain privileges and access unexpected functionality. ","Example 1
This Android application will remove a user account when it receives an intent to do so:
(bad code)
Example Language: 
Java 


IntentFilter filter = new IntentFilter(""com.example.RemoveUser"");
MyReceiver receiver = new MyReceiver();
registerReceiver(receiver, filter);


public class DeleteReceiver extends BroadcastReceiver {
@Override
public void onReceive(Context context, Intent intent) {
int userID = intent.getIntExtra(""userID"");
destroyUserData(userID);
}
}


This application does not check the origin of the intent, thus allowing any malicious application to remove a user. Always check the origin of an intent, or create an allowlist of trusted applications using the manifest.xml file.
Example 2
These Android and iOS applications intercept URL loading within a WebView and perform special actions if a particular URL scheme is used, thus allowing the Javascript within the WebView to communicate with the application:
(bad code)
Example Language: 
Java 




// Android


@Override
public boolean shouldOverrideUrlLoading(WebView view, String url){


if (url.substring(0,14).equalsIgnoreCase(""examplescheme:"")){
if(url.substring(14,25).equalsIgnoreCase(""getUserInfo"")){
writeDataToView(view, UserData);
return false;
}
else{
return true;
}
}


}


(bad code)
Example Language: 
Objective-C 




// iOS


-(BOOL) webView:(UIWebView *)exWebView shouldStartLoadWithRequest:(NSURLRequest *)exRequest navigationType:(UIWebViewNavigationType)exNavigationType
{


NSURL *URL = [exRequest URL];
if ([[URL scheme] isEqualToString:@""exampleScheme""])
{


NSString *functionString = [URL resourceSpecifier];
if ([functionString hasPrefix:@""specialFunction""])
{






// Make data available back in webview.


UIWebView *webView = [self writeDataToView:[URL query]];


}
return NO;


}
return YES;


}


A call into native code can then be initiated by passing parameters within the URL:
(attack code)
Example Language: 
JavaScript 


window.location = examplescheme://method?parameter=value


Because the application does not check the source, a malicious website loaded within this WebView has the same access to the API as a trusted site."
427,CWE-941,Incorrectly Specified Destination in a Communication Channel,"The product creates a communication channel to initiate an outgoing request to an actor, but it does not correctly specify the intended destination for that actor. ","Attackers at the destination may be able to spoof trusted servers to steal data or cause a denial of service. There are at least two distinct weaknesses that can cause the product to communicate with an unintended destination: If the product allows an attacker to control which destination is specified, then the attacker can cause it to connect to an untrusted or malicious destination. For example, because UDP is a connectionless protocol, UDP packets can be spoofed by specifying a false source address in the packet; when the server receives the packet and sends a reply, it will specify a destination by using the source of the incoming packet - i.e., the false source. The server can then be tricked into sending traffic to the wrong host, which is effective for hiding the real source of an attack and for conducting a distributed denial of service (DDoS). As another example, server-side request forgery (SSRF) and XML External Entity (XXE) can be used to trick a server into making outgoing requests to hosts that cannot be directly accessed by the attacker due to firewall restrictions. If the product incorrectly specifies the destination, then an attacker who can control this destination might be able to spoof trusted servers. While the most common occurrence is likely due to misconfiguration by an administrator, this can be resultant from other weaknesses. For example, the product might incorrectly parse an e-mail or IP address and send sensitive data to an unintended destination. As another example, an Android application may use a ""sticky broadcast"" to communicate with a receiver for a particular application, but since sticky broadcasts can be processed by *any* receiver, this can allow a malicious application to access restricted data that was only intended for a different application. ","Example 1
This code listens on a port for DNS requests and sends the result to the requesting address.
(bad code)
Example Language: 
Python 


sock = socket.socket(socket.AF_INET, socket.SOCK_DGRAM)
sock.bind( (UDP_IP,UDP_PORT) )
while true:


data = sock.recvfrom(1024)
if not data:
break


(requestIP, nameToResolve) = parseUDPpacket(data)
record = resolveName(nameToResolve)
sendResponse(requestIP,record)






This code sends a DNS record to a requesting IP address. UDP allows the source IP address to be easily changed ('spoofed'), thus allowing an attacker to redirect responses to a target, which may be then be overwhelmed by the network traffic."
428,CWE-942,Permissive Cross-domain Policy with Untrusted Domains,The product uses a cross-domain policy file that includes domains that should not be trusted. ,"A cross-domain policy file (""crossdomain.xml"" in Flash and ""clientaccesspolicy.xml"" in Silverlight) defines a list of domains from which a server is allowed to make cross-domain requests. When making a cross-domain request, the Flash or Silverlight client will first look for the policy file on the target server. If it is found, and the domain hosting the application is explicitly allowed to make requests, the request is made. Therefore, if a cross-domain policy file includes domains that should not be trusted, such as when using wildcards, then the application could be attacked by these untrusted domains. An overly permissive policy file allows many of the same attacks seen in Cross-Site Scripting (CWE-79). Once the user has executed a malicious Flash or Silverlight application, they are vulnerable to a variety of attacks. The attacker could transfer private information, such as cookies that may include session information, from the victim's machine to the attacker. The attacker could send malicious requests to a web site on behalf of the victim, which could be especially dangerous to the site if the victim has administrator privileges to manage that site. In many cases, the attack can be launched without the victim even being aware of it. ","Example 1
These cross-domain policy files mean to allow Flash and Silverlight applications hosted on other domains to access its data:
Flash crossdomain.xml :
(bad code)
Example Language: 
XML 


<cross-domain-policy xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""
xsi:noNamespaceSchemaLocation=""http://www.adobe.com/xml/schemas/PolicyFile.xsd"">
<allow-access-from domain=""*.example.com""/>
<allow-access-from domain=""*""/>
</cross-domain-policy>


Silverlight clientaccesspolicy.xml :
(bad code)
Example Language: 
XML 


<?xml version=""1.0"" encoding=""utf-8""?>
<access-policy>
<cross-domain-access>
<policy>
<allow-from http-request-headers=""SOAPAction"">
<domain uri=""*""/>
</allow-from>
<grant-to>
<resource path=""/"" include-subpaths=""true""/>
</grant-to>
</policy>
</cross-domain-access>
</access-policy>


These entries are far too permissive, allowing any Flash or Silverlight application to send requests. A malicious application hosted on any other web site will be able to send requests on behalf of any user tricked into executing it."
